artist_name,track_name,release_date,genre,lyrics
Lovejoy,Concrete,2021,indie-rock,"One, two, one, two, three, four  Any more words? I think you've spoke enough 'Cause the pubs are empty and they're closing up When you're spitting spite as fast as saliva But with the prose of a standard English drunk, she says I hope the saltwater ruins your clothes And I hope you spend the rest of your life sleeping alone I hope the problems that make your life harder Sit stubborn in your stomach like your kidney stones, and yet  All this, over a kiss! You weren't therе, why you pressed by this? Now it's turning three in the morning Thе bouncer's put you on his third warning But I'm still here, I'm not leaving  You won't get what you need (All this over a kiss!) You know it's always the same, it's all just a game If I had it my way, you'd sleep on the concrete floor What'd you say to me? (All this over a kiss!) 'Cause I'm not sure I'm not sure they'd let you off easily You might also like It's a pissed-off march up to the bus stop station With pissed-up eyes glossed with earlier conversations And the consequence of your desperation Is the people on the nightbus have to listen to you! And all I'm saying is (Woo!) How can you look at yourself in the windowpane Without wanting to hit yourself? But your fist descends through the condensation  All this, over a kiss! You weren't there, so why you pressed by this? Now it's turning three in the morning The bouncer's put you on his third warning But I'm still here, I'm not leaving  You won't get what you need (All this over a kiss!) You know it's always the same, it's all just a game If I had it my way, you'd sleep on the concrete floor What'd you say to me? (All this over a kiss!) 'Cause I'm not sure I'm not sure they'd let you off easily57Embed"
The Strokes,"Call It Fate, Call It Karma",2013,indie-rock,"Close the door Not all the way He don't understand We don't understand So don't you wanna remind me I don't know a thing And some of us remember And some run out of place  Can I waste all your time here on the sidewalk? Can I stand in your light just for a while? I've waited around to wait in a room Having a hard time watching you  You got it down now, don't you? I wanted to understand your face So don't you wanna remind me I don't know a thing And some of us remember And some run out of place  Can I waste all your time here on the sidewalk? Can I stand in your light just for a while? I've waited around to wait in a room Having a hard time watchin' you (Watchin' you) You might also like I needed someone I needed someone45Embed"
The Strokes,The Modern Age,2001,indie-rock,"Up on a hill, here's where we begin This little story, a long time ago Start to pretend, stop pretendin' It seems this game is simply never-endin'  Oh, in the sun, sun, havin' fun, it's in my blood I just can't help it Don't want you here right now, let me go Oh, let me g-g-g-g-g-g-g-go  Leaving just in time, stay there for a while Rollin' in the ocean, tryin' to catch her eye Work hard and say it's easy, do it just to please me Tomorrow will be different, so I'll pretend I'm leaving   I feel so different now, we trained at A-V-A I wish you hadn't stayed, my vision's clearer now but I'm unafraid Flyin' overseas, no time to feel the breeze I took too many varieties You might also like Oh, in the sun, sun, havin' fun, it's in my blood I just can't help it Don't want you here right now, let me go, woo! Darling, let me g-g-g-g-g-g-g-go  Leaving just in time, stay there for a while Rollin' in the ocean, tryin' to catch her eye Work hard and say it's easy, do it just to please me Tomorrow will be different, so this is why I'm leavin'28Embed"
Mitski,A Burning Hill,2016,indie-rock,"Today, I will wear my white button-down I'm tired of wanting more, I think I'm finally worn For you have a way of promising things And I've been a forest fire, I am a forest fire  And I am the fire, and I am the forest And I am a witness watching it I stand in a valley watching it And you are not there at all  So today, I will wear my white button-down I can at least be neat, walk out and be seen as clean And I'll go to work, and I'll go to sleep And I'll love the littler things  I'll love some littler thingsSee Mitski LiveGet tickets as low as $9You might also like27Embed"
The Neighbourhood,Baby Came Home 2 / Valentines,2015,indie-rock,"She was five-foot four with some money on the floor And a box that's hidden under her bed I was only twenty-two with a pocket full of truth But I gave her everything that I had We were born and raised in the Golden State Mommy's gone and daddy's doing his best I was brought up great, living Section 8 Social security's paying the rent, oh-oh-oh (Ooh) The landlord called, she said, You gotta go (Ooh) Little one, you just lost your (Ooh-ooh) (Yeah)  She was five-foot four, getting money on tour But her socks were at the end of my bed Got our names tattooed on each other Just to prove to each other that we'd do what we said Only took a few days 'til our minds were made up And we thought we should try it again I was only seventeen when we first tried things When she first made me feel like a man, oh-oh (Ooh-ooh)  Who am I gonna call? (Ooh) Who's gonna catch me when I— (Ooh) Who's the one you're sleeping with? (Ooh) You might also like Well, don't just sit in front of me and wait for me to talk You can call me up, phone works two ways, you know This time, baby, yeah, I think that I'll be just fine And I wish I could say the same for you I, yeah, I do, I, hey  (Yeah, yeah, yeah) (Hey, hey, hey) (Yeah, yeah, yeah) (Ah-ah) (Ah-ah) (Ah-ah)   To those of you in which I choose to always be the closest to There's something that you need to know Loving me is not a joke And you can put it all on me, you can laugh and you can bleed And I'll adopt it all because that's just what a buddy does I loved you from minute one, the iced tea to my lemonade Never one to hit and run, soaking every minute made You can give me all your juice, I can squeeze it out for you And all I ask you in exchange, love me back through every phase If it ever comes off wrong or leaves you with a bitter taste Just remember you're the tea And I'm your sour lemonade, I'm your sour lemonade Tropical iced tea and hot pink lemonade21Embed"
The Killers,Read My Mind,2007,indie-rock,"On the corner of Main Street Just tryna keep it in line You say you wanna move on and You say I'm falling behind Can you read my mind? Can you read my mind?  I never really gave up on Breaking out of this two-star town I got the green light, I got a little fight I'm gonna turn this thing around Can you read my mind? (Oooh) Can you read my mind? (Oooh)  The good old days, the honest man The restless heart, the Promised Land A subtle kiss that no one sees A broken wrist and a big trapeze Oh, well, I don't mind if you don't mind 'Cause I don't shine if you don't shine Before you go, can you read my mind?  It’s funny how you just break down Waiting on some sign I pull up to the front of your driveway With magic soaking my spine Can you read my mind? (Oooh) Can you read my mind? (Oooh) See The Killers LiveGet tickets as low as $70You might also like The teenage queen, the loaded gun The drop dead dream, the Chosen One A southern drawl, a world unseen A city wall and a trampoline Oh, well, I don't mind, if you don't mind 'Cause I don't shine if you don't shine Before you jump, tell me what you find When you read my mind  Slipping in my faith until I fall He never returned that call Woman, open the door, don't let it sting I wanna breathe that fire again She said, I don't mind, if you don't mind (I don't mind, if you don't mind) 'Cause I don't shine if you don't shine (I don't shine if you don't shine) Put your back on me, put your back on me (I don't mind, if you don't mind) Oh, put your back on me Oooh  The stars are blazing like rebel diamonds cut out of the sun Can you read my mind? (Oooh oooh)30Embed"
Arctic Monkeys,A Certain Romance,2006,indie-rock,"(Shall I keep rolling?)  Well, oh, they might wear classic Reeboks Or knackered Converse, or tracky bottoms tucked in socks But all of that's what the point is not The point's that there in't no romance around there And there's the truth that they can't see They'd probably like to throw a punch at me And if you could only see 'em then you would agree Agree that there in't no romance around there  You know? Oh, it's a funny thing, you know We'll tell 'em if you like, we'll tell 'em all tonight They'll never listen, because their minds are made up And course it's all okay to carry on that way  'Cause over there there's broken bones There's only music so that there's new ringtones And it don't take no Sherlock Holmes To see it's a little different around here Don't get me wrong though, there's boys in bands And kids who like to scrap with pool cues in their hands And just 'cause he's had a couple of cans He thinks it's all right to act like a dickhead You might also like Don't you know? Oh, it's a funny thing, you know We'll tell 'em if you like, we'll tell 'em all tonight They'll never listen, because their minds are made up And course it's all okay to carry on that way  But I said no, oh no Well, you won't get me to go Not anywhere, not anywhere No, I won't go, oh, no, no   But over there, there's friends of mine What can I say? I've known 'em for a long long time And they might overstep the line But you just cannot get angry in the same way No, not in the same way Said, not in the same way Oh no, oh no, no 73Embed"
Cage The Elephant,Ain't No Rest for the Wicked,2008,indie-rock,"I was walking down the street when out the corner of my eye I saw a pretty little thing approaching me She said, I never seen a man, who looks so all alone Oh, could you use a little company? If you pay the right price, your evening will be nice And you can go and send me on my way. I said, You're such a sweet young thing, why you do this to yourself? She looked at me and this is what she said:  Oh there ain't no rest for the wicked Money don't grow on trees I got bills to pay, I got mouths to feed There ain't nothing in this world for free Oh no, I can't slow down, I can't hold back Though you know, I wish I could Oh no there ain't no rest for the wicked Until we close our eyes for good  Not even fifteen minutes later I'm still walking down the street When I saw the shadow of a man creep out out of sight And then he swept up from behind, he put a gun up to my head He made it clear he wasn't looking for a fight He said, Give me all you've got, I want your money, not your life But if you try to make a move, I won't think twice I told him, You can have my cash, but first you know I gotta ask What made you want to live this kind of life? See Cage The Elephant LiveGet tickets as low as $31You might also like He said, There ain't no rest for the wicked Money don't grow on trees I got bills to pay, I got mouths to feed There ain't nothing in this world for free Oh no, I can't slow down, I can't hold back Though you know, I wish I could Oh no there ain't no rest for the wicked Until we close our eyes for good  Well now a couple hours passed and I was sitting in my house The day was winding down and coming to an end And so I turned on the TV and flipped it over to the news And what I saw I almost couldn't comprehend I saw a preacher man in cuffs, he'd taken money from the church He'd stuffed his bank account with righteous dollar bills But even still I can't say much because I know we're all the same Oh yes, we all seek out to satisfy those thrills You know there ain't no rest for the wicked Money don't grow on trees We got bills to pay, we got mouths to feed There ain't nothing in this world for free Oh no we can't slow down, we can't hold back Though you know we wish we could Oh no there ain't no rest for the wicked Until we close our eyes for good70Embed"
Manchester Orchestra,The Gold,2017,indie-rock,"Couldn't really love you any more You've become my ceiling I don't think I love you any more That gold mine changed you You don't have to hold me any more Our cave's collapsing I don't wanna be me any more My old man told me  You don't open your eyes for a while You just breathe that moment down Forty miles out of East Illinois For my old man's heart attack  And I believed you were crazy You believe that you love me  I don't wanna bark here any more Black hills, the colly Wasn't really dangerous for us We'd just catch you coughing What the hell are we gonna do? A black mile to the surface Well, I don't wanna be here any more It all tastes like poison You might also like Can't open your eyes for a while You just breathe that moment down Forty hours out of Homestake And I'm trying to translate you again  I believed you were crazy You believe that you love me You and me, we're a day drink So lose your faith in me  Can't open your eyes for a while You just beat that moment down You can't open your eyes for a while You just breathe  I believed you were crazy You believe that you love me You and me, we're a day drink So lose your faith in me Lose your faith in me Oh, lose your faith in me13Embed"
​girl in red,​we fell in love in october,2018,indie-rock,"Smoking cigarettes on the roof You look so pretty and I love this view  We fell in love in October That's why, I love fall Looking at the stars Admiring from afar  My girl, my girl, my girl You will be my girl My girl, my girl, my girl You will be my world My world, my world, my world You will be my girl  Smoking cigarettes on the roof You look so pretty and I love this view Don't bother looking down We're not going that way At least I know, I am here to stay  We fell in love in October That's why, I love fall Looking at the stars Admiring from afar (My girl, my girl, my girl) You might also like My girl, my girl, my girl You will be my girl My girl, my girl, my girl You will be my girl My girl, my girl, my girl You will be my girl My girl, my girl, my girl You will be my world My world, my world, my world You will be my girl57Embed"
The Neighbourhood,Prey,2015,indie-rock,"As long as you notice I'm hoping that you'll keep your heart open I'll keep mine open too If you don't ask, I won't tell Just know that, just know that It all hurts, it all hurts just the same  Something is wrong, I can't explain Everything changed when the birds came You'll never know what they might do if they catch you too early We need to fly ourselves before someone else tells us how Something is off, I feel like prey, I feel like praying  As long as you notice I'm hoping that you'll keep your heart open I'll keep mine open too So, so, I'll probably take you aside And tell you what's on my mind But you, you'll just keep it inside Probably tell me that you're alright  Something is wrong, I can't explain Everything changed when the birds came You'll never know what they might do if they catch you too early We need to fly ourselves before someone else tells us how Something is off, I feel like prey, I feel like praying You might also like (If I run) If I run away I'll never know (What you want) And if you go then I’ll never grow (I'm undone) Let me slip, let me slide (If you run) I'll be sure to let you fly  Something is off, I can't explain You know what I mean, don't you? Something I saw, or something I did that made me like this Could you help me? We need to fly ourselves before someone else tells us how Something is off, I feel like prey, I feel like praying Something is off, I feel like prey, I feel like praying  So, so, I'll probably take you aside And tell you what's on my mind But you, you'll just keep it inside Probably tell me that you're alright So, so, I'll probably take you aside And tell you what's on my mind But you, you'll just keep it inside Probably tell me that you're alright I don't want to fight I don't want to fight I don't want to fight I don't want to fight46Embed"
Cage The Elephant,Come a Little Closer,2013,indie-rock,"Time shakes, found you at the water At first you were my father Now I love you like a brother Earthquakes shake the dust behind you This world at times will blind you Still I know I'll see you there  Come a little closer, then you'll see Come on, come on, come on Things aren't always what they seem to be Come on, come on, come on Do you understand the things that you've been seein'? Come on, come on, come on Do you understand the things that you've been dreamin'? Come a little closer, then you'll see  Heartbreaks, the heavy worlds upon your shoulders Will we burn on or just smolder? Somehow I know I'll find you there Ooh, you wanna see if you can change it, change it Still I know I'll see you there  Come a little closer, then you'll see Come on, come on, come on Things aren't always what they seem to be Do you understand the things that you've been seein'? Come on, come on, come on Do you understand the things that you've been dreamin'? Come a little closer, then you'll see Come a little closer, then you'll see See Cage The Elephant LiveGet tickets as low as $31You might also like Ten thousand people stand alone now And in the evening the sun sank Tomorrow it will rise Time flies by, they all sang along Time flies by, they all sang along Time flies by, they all sang along Time flies by, by  Come a little closer, then you'll see Come on, come on, come on Come a little closer, then you'll see Come a little closer, then you'll see Come a little closer, then you'll see55Embed"
King Krule,Baby Blue,2010,indie-rock,"My sandpaper sigh engraves a line Into the rust of your tongue Girl, I could've been someone to you Would have painted the skies blue  Baby blue If you knew Baby blue Baby blue Baby blue  Edging closer, you swing my way Girl, I've got no chance and nothing to say Girl, but stay here for a little while  Baby blue Baby blue Baby blue  But if only you could see My shadow crossing your path It won't be the last, baby blue You might also like You are my baby You are my baby I was your slave, can't you see? I was your slave, can't you see?  Bobbing on the problem On the problem, on the throbbing She was falling, I was bawling My heart was stopping, she was throbbing, oh30Embed"
Arctic Monkeys,The Ultracheese,2018,indie-rock,"Still got pictures of friends on the wall I suppose we aren't really friends anymore Maybe I shouldn't ever have called that thing friendly at all Get freaked out from a knock at the door When I haven't been expecting one And didn't that used to be part of the fun, once upon a time? We'll be there at the back of the bar In a booth like we usually were Every time there was a rocket launch or some big event  What a death I died writing that song Start to finish, with you looking on It stays between us, Steinway, and his sons 'Cause it's the ultracheese Perhaps it's time that you went for a walk Dressed like a fictional character From a place they called America in the golden age Trust the politics to come along When you were just tryna orbit the sun When you were just about to be kind to someone Because you had the chance  I still got pictures of friends on the wall I might look as if I'm deep in thought But the truth is I'm probably not If I ever was You might also like Oh, the dawn won't stop weighing a tonne I've done some things that I shouldn't have done But I haven't stopped loving you once Hoo-ooh, hoo-ooh39Embed"
Arctic Monkeys,Brianstorm,2007,indie-rock,"Brian, top marks for not trying So kind of you to bless us with your effortlessness We're grateful and so strangely comforted And I wonder, are you putting us under? 'Cause we can't take our eyes off the t-shirt and ties combination Well, see you later, innovator  Some want to kiss, some want to kick you There's not a net you couldn't slip through Or at least that's the impression I get, 'cause you're smooth and you're wet And she's not aware yet, but she's yours She'll be saying, Use me, show me the jacuzzi I imagine that it's there on a plate, your whole rendezvous rate Means that you'll never be frightened to make 'em wait for a while  I doubt it's your style not to get what you set out to acquire The eyes are on fire, you are the unforecasted storm  (Brian) Calm, collected and commanding (Top marks for not trying) You leave the other story standing With your renditions and jokes, bet there's hundreds of blokes That have wept 'cause you've stolen their thunder Are you putting us under? 'Cause we can't take our eyes off the t-shirt and ties combination Well, see you later, innovatorYou might also like54Embed"
​​alt-J,In Cold Blood,2017,indie-rock,"Zero one one one zero zero one one Crying zeros and I'm hearing one one ones Cut my somersault, sign my backflip Pool, summer, summer, pool, pool summer Kiss me  Hair the way the sun really wants it to be Whiskey soda please, your G&T is empty Jeff's inflatables have sunk to the bottom Pool, summer, summer, pool, pool summer Kiss me Cali let's dive, dive down To the pool's bottom where we belong Cali you're sinking like a bleeding stone All above crowd around, so fucking loud  Mr. Caspian's killer told me so (La-la la-la la la) Heard it down on the radio (La-la la-la la-la la) My pool, summer, summer, pool, summer vibes killed In cold blood You might also like Zero one one one zero zero one one Crying zeros and I'm hearing one one ones Lifeless back slaps the surface of the pool Pool killer, killer pool, pool killer Kiss me  Mr. Caspian's killer told me so (La-la la-la la la) Heard it down on the radio (La-la la-la la-la la) Pool, summer, summer, pool, pool, summer vibes killed In cold blood  La-la la-la la la (In cold blood, in cold blood) La-la la-la la la La-la la-la la la (In cold blood) La-la la-la la la (Caspian's killer told me so) La-la la-la la la La-la la-la la la (Caspian's killer told me so) La-la la-la la la La-la la-la la la La-la la-la la-la la In cold blood35Embed"
The Neighbourhood,Softcore,2018,indie-rock,"You've been my muse for a long time You get me through every dark night I'm always gone, out on the go I'm on the run and you're home alone I'm too consumed with my own life  Are we too young for this? Feels like I can't move  Sharing my heart It's tearing me apart But I know I'd miss you, baby, if I left right now Doing what I can, tryna be a man And every time I kiss you, baby I can hear the sound of breaking down  I've been confused as of late (Yeah) Watching my youth slip away (Yeah) You're like the sun, you wake me up But you drain me out if I get too much I might need room or I'll break You might also like Are we too young for this? Feels like I can't move  Sharing my heart It's tearing me apart But I know I'd miss you, baby, if I left right now Doing what I can, tryna be a man And every time I kiss you, baby I can hear the sound of breaking down  Breaking down, breaking down, breaking down Breaking down, breaking down, breaking down I don't want to play this part But I do, all for you I don't want to make this hard But I will 'cause I'm still  Sharing my heart It's tearing me apart But I know I'd miss you, baby, if I left right now (I know I would) Doing what I can, tryna be a man (Be your man) And every time I kiss you, baby I can hear the sound of breaking down Sharing my bed, uh Sharing my bread, yeah Sharing my bread Sharing my head (I'm breaking down) Sharing my heart Sharing my, suddenly I'm (Breaking down) Sharing, I'm done Sharing my life60Embed"
The Strokes,Selfless,2020,indie-rock,"Can the dark side light my way out? Yeah, yeah Lay your hand across my face, yeah, yeah Time we lost, that's all my fault  Please don’t be long, 'cause I want you now I don't have love without you around Life is too short, but I will live for you  How did this fit in your story? Yeah-eah Why’d you let them judge your body? Yeah-eah I'll be waitin' there outside, yeah  Please don't be long, 'cause I want your all I don't have fun without your love Life is too short, but I will live for you You're mucking off, but I will live for you, my selfless love  Bite my tongue, I wait my turn I waited for a century Waste my breath, no lessons learned I turn and face the enemy I'm not scared, just don’t care I’m not listening, you hear? He's never there, but I don’t care I can't tell you what and where You might also like Yeah-eah Yeah-eah27Embed"
Arctic Monkeys,Only Ones Who Know,2007,indie-rock,"In a foreign place, the saving grace was the feeling That it was a heart that he was stealing Oh, he was ready to impress and the fierce excitement The eyes are bright, he couldn't wait to get away And I bet that Juliet was just the icing on the cake Make no mistake, no  And even if somehow we could have Shown you the place you wanted Well, I'm sure you could have Made it that bit better on your own  And I bet she told a million people that she'd stay in touch But all the little promises, they don't mean much When there's memories to be made And I hope you're holding hands by New Year's Eve They made it far too easy to believe That true romance can't be achieved these days  And even if somehow they could have Shown you the place you wanted Well, I'm sure you could have Made it that bit better on your own You are the only ones who knowYou might also like41Embed"
​d4vd,Romantic Homicide,2022,indie-rock,"I'm scared (Oh-oh-oh) It feels like you don't care (Ooh-ooh) Enlighten me, my dear  (Ooh-ooh-ooh) Why am I still here? Mm (Oh-oh) I don't mean to be Complacent with the decisions you made But why? Mm  In the back of my mind You died And I didn't even cry No, not a single tear And I'm sick of waiting patiently For someone that won't even arrive  Ooh-ooh-ooh-ooh-ooh-oh  In the back of my mind I killed you And I didn't even regret it I can't believe I said it But it's true I hate youSee ​d4vd LiveGet tickets as low as $58You might also like10Embed"
Tame Impala,Lost In Yesterday,2020,indie-rock,"When we were livin' in squalor, wasn't it Heaven? Back when we used to get on it four out of seven Now even though that was a time I hated from day one Eventually, terrible memories turn into great ones  So if they call you, embrace them If they hold you, erase them  'Cause it might've been somethin', who's to say? Does it help to get lost in yesterday? And you might've missed somethin', don't say 'Cause it has to be lost in yesterday And you're gonna have to let it go someday You've been diggin' it up like Groundhog Day 'Cause it might've been somethin', don't say 'Cause it has to be lost in yesterday  Matty said life didn't go the way that he planned it Said, Oh, what I'd give to start over, boy, I'd command it So, what was I ever afraid of? Why did I worry? And why was I ever so brainless? Head in a flurry You might also like 'Cause if they call you, embrace them If they stall you, erase them  'Cause it might've been somethin', who's to say? Does it help to get lost in yesterday? And you might've missed somethin', don't say 'Cause it has to be lost in yesterday And you're gonna have to let it go someday You've been diggin' it up like Groundhog Day 'Cause it might've been somethin', don't say 'Cause it has to get lost in yesterday  If it calls you, embrace it If it haunts you, face it  I know it's mad, I understand It's only Snakes and Ladders The myriad you never had There's only one that matters  And if it calls you, embrace it If it holds you, erase it Replace it16Embed"
The Smiths,This Night Has Opened My Eyes,1984,indie-rock,"In a river the color of lead Immerse the baby's head Wrap her up in The News Of The World Dump her on a doorstep, girl This night has opened my eyes And I will never sleep again You kicked and cried like a bullied child A grown man of twenty-five Oh, he said he'd cure your ills But he didn't and he never will  Oh, save your life Because you've only got one The dream has gone But the baby is real Oh, you did a good thing She could have been a poet Or, she could have been a fool Oh, you did a bad thing And I'm not happy And I'm not sad  A shoeless child on a swing Reminds you of your own again She took away your troubles Oh, but then again She left pain You might also like Oh, please save your life Because you've only got one The dream has gone But the baby is real Oh, you did a good thing She could have been a poet Or, she could have been a fool Oh, you did a bad thing And I'm not happy And I'm not sad  Oh, la-la Oh Oh, la-la And I'm not happy And I'm not sad Oh, la-la Oh Oh, la-la And I'm not happy And I'm not sad26Embed"
Radiohead,Street Spirit (Fade Out),1995,indie-rock,"Rows of houses all bearing down on me I can feel their blue hands touching me All these things into position All these things we'll one day swallow whole  And fade out again And fade out  This machine will, will not communicate These thoughts and the strain I am under Be a world child, form a circle Before we all go under  And fade out again And fade out again  Ah-na-na, ah-na-na Ah-na-na, ah-na-na Ah-na-na, ah-na-na Ah-na-na, ah-na-na You might also like Cracked eggs, dead birds, scream as they fight for life I can feel death, can see its beady eyes All these things into position All these things we'll one day swallow whole  And fade out again And fade out again  Ah-na-na, ah-na-na Ah-na-na, ah-na-na Ah-na-na, ah-na-na Ah-na-na, ah-na-na Immerse your soul in love (Ah-na-na, ah-na-na) (Ah-na-na, ah-na-na) Immerse your soul in love (Ah-na-na, ah-na-na)48Embed"
MGMT,Time to Pretend,2005,indie-rock,"I'm feelin' rough, I'm feelin' raw I'm in the prime of my life Let's make some music, make some money Find some models for wives I'll move to Paris, shoot some heroin And fuck with the stars You man the island and the cocaine And the elegant cars  This is our decision, to live fast and die young We've got the vision, now let's have some fun Yeah, it's overwhelming, but what else can we do? Get jobs in offices and wake up for the morning commute?  Forget about our mothers and our friends We're fated to pretend To pretend We're fated to pretend To pretend  I'll miss the playgrounds And the animals and diggin' up worms I'll miss the comfort of my mother And the weight of the world I'll miss my sister, miss my father Miss my dog and my home Yeah, I'll miss the boredom and the freedom And the time spent alone You might also like But there is really nothing, nothing we can do Love must be forgotten, life can always start up anew The models will have children, we'll get a divorce We'll find some more models, everything must run its course  We'll choke on our vomit and that will be the end We were fated to pretend To pretend We're fated to pretend To pretend  I said yeah, yeah, yeah Yeah, yeah, yeah Yeah, yeah, yeah Yeah, yeah, yeah53Embed"
Vampire Weekend,Oxford Comma,2007,indie-rock,"Who gives a fuck about an Oxford comma? I've seen those English dramas too; they're cruel So if there's any other way to spell the word It's fine with me, with me  Why would you speak to me that way? Especially when I always said that I Haven't got the words for you All your diction dripping with disdain Through the pain, I always tell the truth  Who gives a fuck about an Oxford comma? I climbed to Dharamsala too, I did I met the highest Lama His accent sounded fine to me, to me  Take your handbook, it's no trick Take the chapstick, put it on your lips Crack a smile, adjust my tie Know your boyfriend, unlike other guys  Why would you lie 'bout how much coal you have? Why would you lie about something dumb like that? Why would you lie 'bout anything at all? First the window, then it's to the wall Lil Jon, he always tells the truth See Vampire Weekend LiveGet tickets as low as $27You might also like  Check your passport, it's no trick Take the chapstick, put it on your lips Crack a smile, adjust my tie Know your butler, unlike other guys  Why would you lie 'bout how much coal you have? Why would you lie about something dumb like that? Why would you lie 'bout anything at all? First the window, then it's to the wall Why would you tape my conversations? Show your paintings at the United Nations Lil Jon, he always tells the truth30Embed"
Father John Misty,Pure Comedy,2017,indie-rock,"At six- For some reason when I go to the app...  The comedy of man starts like this: Our brains are way too big for our mothers' hips And so nature, she devised this alternative: We emerge half-formed and hope whoever greets us on the other end Is kind enough to fill us in And babies, that's pretty much how it's been ever since Now the miracle of birth leaves a few issues to address Like, say, that half of us are periodically iron deficient So somebody's gotta go kill something while I look after the kids I'd do it myself, but what, are you gonna to get this thing its milk? He says as soon as he gets back from the hunt, we can switch It's hard not to fall in love with something so helpless Ladies, I hope we don't end up regretting this  Comedy, now that's what I call pure comedy Just wait until the part where they start to believe They're at the center of everything And some all-powerful being Endowed this horror show with meaning You might also like Oh, their religions are the best They worship themselves yet they're totally obsessed With risen zombies, celestial virgins, magic tricks These unbelievable outfits And they get terribly upset When you question their sacred texts Written by woman-hating epileptics Their languages just serve to confuse them Their confusion somehow makes them more sure They build fortunes poisoning their offspring And hand out prizes when someone patents a cure Where did they find these goons they elected to rule them? What makes these clowns they idolize so remarkable? These mammals are hell-bent on fashioning new gods So they can go on being godless animals   Oh comedy, their illusions they have no choice but to believe Their horizons that just forever recede And how's this for irony: Their idea of being free is a prison of beliefs That they never ever have to leave Oh comedy, oh it's like something that a madman would conceive! The only thing that seems to make them feel alive Is the struggle to survive But the only thing that they request Is something to numb the pain with Until there's nothing human left Just random matter suspended in the dark I hate to say it, but each other's all we've got15Embed"
Yeah Yeah Yeahs,Maps,2003,indie-rock,"Pack up I'm straight Enough  Oh say, say, say Oh say, say, say Oh say, say, say Oh say, say, say Oh say, say, say  Wait, they don't love you like I love you Wait, they don't love you like I love you Maps Wait, they don't love you like I love you  Made off Don't stray My kind's your kind I'll stay the same Pack up Don't stray You might also like Oh say, say, say Oh say, say, say  Wait, they don't love you like I love you Wait, they don't love you like I love you Maps Wait, they don't love me like I love you Wait, they don't love me like I love you Maps Wait, they don't love you like I love you  Wait, they don't love you like I love you Wait, they don't love you like I love you Maps Wait, they don't love you like I love you Wait, they don't love you like I love you Maps Wait, they don't love you like I love you27Embed"
Arcade Fire,Reflektor,2013,indie-rock,"Trapped in a prison, in a prism of light Alone in the darkness, darkness of white We fell in love, alone on a stage In the reflective age Entre la nuit, la nuit et l’aurore Entre le royaume des vivants et des morts If this is heaven I don't know what it’s for If I can’t find you there I don't care  I thought I found a way to enter It’s just a Reflektor (Just a Reflektor) I thought I found the connector But it’s just a Reflektor (Just a Reflektor)  Now, the signals we send, are deflected again We're so connected, but are we even friends? We fell in love when I was nineteen And now we're staring at a screen See Arcade Fire LiveGet tickets as low as $54You might also like Entre la nuit, la nuit et l’aurore Entre le royaume des vivants et des morts If this is heaven I need something more Just a place to be alone 'Cause you're my home  I thought I found a way to enter It’s just a Reflektor (Just a Reflektor) I thought I found the connector But it’s just a Reflektor (Just a Reflektor) Just a Reflektor  But it’s just a Reflektor (Just a Reflektor) It’s just a Reflektor (Just a Reflektor) It’s just a Reflektor (Just a Reflektor) Reflektor Just a Reflektor Just a Reflektor (Just a Reflektor) It’s just a Reflektor (Just a Reflektor) Reflektor Just a Reflektor Just a Reflektor Just a Reflektor (Just a Reflektor) And just a Reflektor (Just a Reflektor) Just a reflection of a reflection Of a reflection of a reflection of a reflection But I see you on the other side? (Just a Reflektor) We all got things to hide (Just a Reflektor) Just a reflection of a reflection Of a reflection of a reflection of a reflection But I see you on the other side (Just a Reflektor) We all got things to hide (Just a Reflektor) All right, let's go back  Our song it skips, on little silver discs Our love is plastic, we'll break it to bits I want to break free, but will they break me Down, down, down? Don't mess around  I thought I found a way to enter It’s just a Reflektor (Just a Reflektor) I thought I found the connector But it’s just a Reflektor (Just a Reflektor)  It’s just a Reflektor (Just a Reflektor) It’s just a Reflektor (Just a Reflektor) It’s just a Reflektor (Just a Reflektor) Thought you were praying to the resurrector Turns out it was just a Reflektor It’s just a Reflektor (Just a Reflektor) Thought you were praying to the resurrector Turns out it was just a Reflektor It’s just a Reflektor (Just a Reflektor) Thought you were praying to the resurrector Turns out it was just a Reflektor It’s just a Reflektor (Just a Reflektor) It’s just a Reflektor (Just a Reflektor)  It’s a Reflektor Just a Reflektor Just a Reflektor But I see you on the other side Just a Reflektor Ah, but I see you on the other side (Reflektor) We all got things to hide (Reflektor) Just a Reflektor But I see you on the other side64Embed"
Alex G,Pretend,2011,indie-rock,"Gonna crack a rib, when I get home I'm gonna bury you in my favorite hole I made a bloody mess in the kitchen sink I tried to fix myself, but I didn't think  They said, We just want to talk with you We just want to walk you through, oh   Oh, I don't want to see me I wanna be trapped in you Oh, I don't want to be me But I'm gonna pretend for you, oh   Let's paint our nails and keep it real 'Cause honey all I know is what I feel I'm still looking for a friend of a friend He said he'd hook me up, he told me what he had You might also like They say, Leave your body, leave your mind Don't you know you're out of time?  In his room, in his bed You can't hear what he said Looks like dirt, tastes like trash Honey, I know you could float right past Oh, oh  Oh, I don't want to see me I wanna be trapped in you Oh, I don't want to be me But I'm gonna pretend for you, oh6Embed"
